               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  87,            0.017214,           0.0034585,           0.0053848,              0.9414,             0.94216,             0.98474,             0.78786,            0.013693,           0.0031864,            0.008281,           0.0082972,           0.0082972,           0.0082972
                  88,            0.016599,           0.0034839,           0.0044755,             0.96358,             0.93901,             0.98674,             0.79593,            0.013652,           0.0031686,           0.0080047,           0.0082774,           0.0082774,           0.0082774
                  89,            0.016413,           0.0034238,           0.0045861,             0.97418,             0.94444,             0.98864,             0.79764,            0.013677,           0.0031928,           0.0073595,           0.0082576,           0.0082576,           0.0082576
                  90,             0.01648,           0.0034155,           0.0038194,             0.97783,              0.9527,              0.9903,             0.80225,             0.01363,           0.0031357,           0.0066964,           0.0082378,           0.0082378,           0.0082378
                  91,            0.016329,           0.0034013,           0.0044201,             0.96495,             0.92593,             0.98685,             0.80256,            0.013094,           0.0030783,           0.0060991,            0.008218,            0.008218,            0.008218
                  92,            0.016257,            0.003378,           0.0044576,             0.96572,              0.9563,             0.99049,             0.80223,            0.013259,           0.0031033,           0.0052915,           0.0081982,           0.0081982,           0.0081982
                  93,            0.016208,           0.0033992,           0.0039117,             0.96232,             0.94579,             0.98912,             0.80491,            0.013482,           0.0030854,           0.0059537,           0.0081784,           0.0081784,           0.0081784
                  94,             0.01626,           0.0034023,            0.004589,             0.97414,              0.9303,              0.9893,             0.80102,            0.013361,           0.0030818,           0.0048214,           0.0081586,           0.0081586,           0.0081586
                  95,            0.016023,           0.0033592,           0.0040754,             0.95219,               0.922,             0.98547,              0.8023,            0.013205,           0.0030855,            0.010696,           0.0081388,           0.0081388,           0.0081388
                  96,            0.015871,           0.0033338,           0.0043848,             0.95152,             0.96914,             0.98881,             0.81086,            0.012982,           0.0030637,           0.0054017,            0.008119,            0.008119,            0.008119
                  97,            0.016416,           0.0033917,           0.0041937,             0.97249,             0.92731,              0.9858,              0.8002,            0.013345,           0.0030569,           0.0094669,           0.0080992,           0.0080992,           0.0080992
                  98,            0.016667,            0.003481,           0.0040812,               0.966,             0.92085,              0.9861,             0.80786,            0.012873,           0.0029676,           0.0070695,           0.0080794,           0.0080794,           0.0080794
                  99,            0.016146,           0.0034279,           0.0044721,              0.9682,             0.95679,                0.99,             0.81087,            0.013233,           0.0030845,            0.005347,           0.0080596,           0.0080596,           0.0080596
                 100,            0.016044,           0.0033721,           0.0038336,             0.97441,             0.95988,             0.99078,             0.80994,            0.012821,           0.0030539,           0.0047918,           0.0080398,           0.0080398,           0.0080398
                 101,            0.015856,           0.0033139,           0.0035794,             0.97765,             0.94509,             0.98876,             0.81299,            0.012914,           0.0030581,           0.0059178,             0.00802,             0.00802,             0.00802
                 102,            0.015504,           0.0032606,           0.0032513,             0.97966,             0.96604,             0.99153,             0.81666,            0.012944,           0.0031017,           0.0044804,           0.0080002,           0.0080002,           0.0080002
                 103,            0.015801,           0.0033243,            0.003699,             0.98524,             0.92711,             0.99109,             0.82021,            0.012817,           0.0030118,           0.0048282,           0.0079804,           0.0079804,           0.0079804
                 104,             0.01618,           0.0033671,           0.0045235,             0.97334,             0.95062,             0.98885,             0.80799,            0.012932,           0.0030143,           0.0051977,           0.0079606,           0.0079606,           0.0079606
                 105,            0.016176,            0.003475,           0.0041572,             0.95701,             0.95525,              0.9897,             0.81521,            0.012879,           0.0030364,            0.004428,           0.0079408,           0.0079408,           0.0079408
                 106,             0.01616,           0.0033731,           0.0038812,             0.97618,             0.94907,             0.98959,             0.80818,               0.013,           0.0029959,           0.0059635,            0.007921,            0.007921,            0.007921
                 107,            0.015973,           0.0033399,           0.0038277,             0.96208,             0.95216,             0.98984,               0.814,             0.01303,           0.0030653,           0.0045391,           0.0079012,           0.0079012,           0.0079012
                 108,            0.015657,           0.0033085,           0.0035575,             0.95306,             0.94007,             0.98798,             0.81487,            0.012844,           0.0030647,           0.0042745,           0.0078814,           0.0078814,           0.0078814
                 109,             0.01575,           0.0032999,           0.0033585,             0.97147,             0.94597,             0.99087,             0.81333,            0.012956,           0.0030681,           0.0049567,           0.0078616,           0.0078616,           0.0078616
                 110,            0.015656,           0.0032624,             0.00383,             0.97563,             0.92661,              0.9898,             0.80921,            0.012888,           0.0030489,           0.0040787,           0.0078418,           0.0078418,           0.0078418
                 111,            0.015732,           0.0032944,           0.0036526,             0.97201,             0.95679,             0.99043,             0.81896,            0.012752,           0.0030455,           0.0043548,            0.007822,            0.007822,            0.007822
                 112,            0.015585,           0.0032133,            0.002886,             0.96636,             0.93091,             0.99021,             0.81495,            0.012789,           0.0029934,           0.0044872,           0.0078022,           0.0078022,           0.0078022
                 113,            0.015442,           0.0032688,           0.0034317,             0.96701,             0.95006,             0.98911,             0.82203,             0.01263,           0.0029756,            0.005142,           0.0077824,           0.0077824,           0.0077824
                 114,            0.015788,           0.0032808,           0.0039363,             0.98239,             0.95062,             0.99152,             0.81688,            0.012742,           0.0029863,           0.0040857,           0.0077626,           0.0077626,           0.0077626
                 115,            0.015541,           0.0032431,           0.0032558,             0.97735,             0.96451,             0.99209,             0.81318,            0.012902,           0.0029889,           0.0039331,           0.0077428,           0.0077428,           0.0077428
                 116,            0.015777,           0.0033004,           0.0036086,              0.9716,             0.95046,             0.99089,             0.81643,            0.012716,           0.0030214,           0.0044683,            0.007723,            0.007723,            0.007723
                 117,            0.015792,           0.0032289,             0.00353,             0.98035,             0.92406,             0.99048,             0.81908,            0.012669,            0.003019,           0.0047138,           0.0077032,           0.0077032,           0.0077032
                 118,            0.015445,           0.0032128,           0.0037271,             0.96264,              0.9429,             0.98978,             0.81601,            0.012934,           0.0030302,           0.0051864,           0.0076834,           0.0076834,           0.0076834
                 119,            0.015238,           0.0032166,           0.0029271,             0.97573,             0.95062,             0.99066,             0.82637,            0.012673,           0.0029915,           0.0049864,           0.0076636,           0.0076636,           0.0076636
                 120,            0.015518,           0.0031892,            0.003002,             0.98078,             0.94478,             0.99153,             0.82465,            0.012609,           0.0029666,           0.0045333,           0.0076438,           0.0076438,           0.0076438
                 121,            0.015434,           0.0032532,           0.0029424,             0.96534,             0.94907,             0.99058,             0.82473,            0.012585,           0.0029676,           0.0039149,            0.007624,            0.007624,            0.007624
                 122,            0.015468,           0.0032086,           0.0038821,             0.97933,             0.95033,             0.99097,             0.82769,            0.012511,           0.0029722,           0.0039679,           0.0076042,           0.0076042,           0.0076042
                 123,            0.015263,           0.0031733,           0.0035045,             0.98075,             0.94325,             0.99122,             0.81875,            0.012506,           0.0029784,           0.0048526,           0.0075844,           0.0075844,           0.0075844
                 124,            0.015656,           0.0031819,           0.0028921,             0.98245,             0.95004,             0.99114,             0.81597,            0.012627,           0.0029615,           0.0042908,           0.0075646,           0.0075646,           0.0075646
                 125,            0.015351,           0.0031384,           0.0026345,             0.97324,             0.95395,             0.99167,               0.823,            0.012457,           0.0029549,           0.0038297,           0.0075448,           0.0075448,           0.0075448
                 126,            0.015398,           0.0032088,           0.0031298,             0.97667,             0.96917,             0.99184,              0.8203,             0.01238,           0.0029287,           0.0038629,            0.007525,            0.007525,            0.007525
